Model,Training,type,Dataset,Epoch,criterion,optimizer,scheduler,Train_loss,Train_acc,val_loss,Val_acc,time,Elapse_time,date
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f9cb47bd280>,6,tensorflow,hymenoptera,13,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f9cb26fbe50>,,0.032909177,0.989916682,0.02342372,0.992500007,,,2021-10-28-13:13:38
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f9cb47bd280>,6,tensorflow,hymenoptera,14,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f9cb26fbe50>,,0.030441867,0.990949988,0.026213093,0.991400003,,,2021-10-28-13:13:38
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f9cb47bd280>,6,tensorflow,hymenoptera,15,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f9cb26fbe50>,,0.028687123,0.991366684,0.023251066,0.992999971,,,2021-10-28-13:13:38
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f9cb47bd280>,6,tensorflow,hymenoptera,16,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f9cb26fbe50>,,0.02689421,0.992133319,0.022428967,0.993099988,,,2021-10-28-13:13:38
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f9cb47bd280>,6,tensorflow,hymenoptera,17,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f9cb26fbe50>,,0.025962692,0.992033362,0.021395199,0.992799997,,,2021-10-28-13:13:38
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f9cb47bd280>,6,tensorflow,hymenoptera,18,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f9cb26fbe50>,,0.026509073,0.99150002,0.022969769,0.992999971,,,2021-10-28-13:13:38
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f9cb47bd280>,6,tensorflow,hymenoptera,19,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f9cb26fbe50>,,0.025000814,0.992699981,0.023796851,0.991299987,,,2021-10-28-13:13:38
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f9cb47bd280>,6,tensorflow,hymenoptera,20,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f9cb26fbe50>,,0.020706968,0.993266642,0.02549978,0.99150002,,,2021-10-28-13:13:38
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f9cb47bd280>,6,tensorflow,hymenoptera,21,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f9cb26fbe50>,,0.021022575,0.993516684,0.023274517,0.992900014,,,2021-10-28-13:13:38
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f9cb47bd280>,6,tensorflow,hymenoptera,22,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f9cb26fbe50>,,0.020246051,0.994033337,0.024315061,0.992600024,,,2021-10-28-13:13:38
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f9cb47bd280>,6,tensorflow,hymenoptera,23,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f9cb26fbe50>,,0.020065388,0.994116664,0.023616236,0.993099988,,,2021-10-28-13:13:38
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f9cb47bd280>,6,tensorflow,hymenoptera,24,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f9cb26fbe50>,,0.018169349,0.994516671,0.024570968,0.992999971,,,2021-10-28-13:13:38
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f9cb47bd280>,6,tensorflow,hymenoptera,25,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f9cb26fbe50>,,0.01809524,0.994183362,0.023722513,0.993499994,,,2021-10-28-13:13:38
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f9cb47bd280>,6,tensorflow,hymenoptera,26,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f9cb26fbe50>,,0.01750287,0.994449973,0.022325013,0.993300021,,,2021-10-28-13:13:38
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f9cb47bd280>,6,tensorflow,hymenoptera,27,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f9cb26fbe50>,,0.017096784,0.994666696,0.029271578,0.991900027,,,2021-10-28-13:13:38
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f9cb47bd280>,6,tensorflow,hymenoptera,28,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f9cb26fbe50>,,0.017444629,0.994449973,0.024328481,0.993600011,,,2021-10-28-13:13:38
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f9cb47bd280>,6,tensorflow,hymenoptera,29,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f9cb26fbe50>,,0.015683535,0.995050013,0.022763817,0.993399978,,,2021-10-28-13:13:38
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f9cb47bd280>,6,tensorflow,hymenoptera,30,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f9cb26fbe50>,,0.015377939,0.995100021,0.023984695,0.993600011,,,2021-10-28-13:13:38
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f9cb47bd280>,6,tensorflow,hymenoptera,31,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f9cb26fbe50>,,0.013306213,0.995949984,0.022192871,0.994199991,,,2021-10-28-13:13:38
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f9cb47bd280>,6,tensorflow,hymenoptera,32,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f9cb26fbe50>,,0.014731379,0.995350003,0.027308054,0.993099988,,,2021-10-28-13:13:38
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f9cb47bd280>,6,tensorflow,hymenoptera,33,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f9cb26fbe50>,,0.01324614,0.995883346,0.025701709,0.992999971,,,2021-10-28-13:13:38
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f9cb47bd280>,6,tensorflow,hymenoptera,34,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f9cb26fbe50>,,0.012522944,0.995916665,0.0247832,0.993499994,,,2021-10-28-13:13:38
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f9cb47bd280>,6,tensorflow,hymenoptera,35,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f9cb26fbe50>,,0.012778101,0.996016681,0.028232751,0.993399978,,,2021-10-28-13:13:38
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f9cb47bd280>,6,tensorflow,hymenoptera,36,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f9cb26fbe50>,,0.01132406,0.996249974,0.024819817,0.993900001,,,2021-10-28-13:13:38
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f9cb47bd280>,6,tensorflow,hymenoptera,37,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f9cb26fbe50>,,0.011016516,0.996766686,0.025861932,0.993300021,,,2021-10-28-13:13:38
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f9cb47bd280>,6,tensorflow,hymenoptera,38,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f9cb26fbe50>,,0.010718781,0.996249974,0.02784707,0.992999971,,,2021-10-28-13:13:38
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f9cb47bd280>,6,tensorflow,hymenoptera,39,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f9cb26fbe50>,,0.011575701,0.996299982,0.026980996,0.993300021,,,2021-10-28-13:13:38
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f9cb47bd280>,6,tensorflow,hymenoptera,40,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f9cb26fbe50>,,0.009946208,0.996850014,0.02463104,0.993900001,,,2021-10-28-13:13:38
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f9cb47bd280>,6,tensorflow,hymenoptera,41,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f9cb26fbe50>,,0.008846049,0.997300029,0.027377905,0.993300021,,,2021-10-28-13:13:38
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f9cb47bd280>,6,tensorflow,hymenoptera,42,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f9cb26fbe50>,,0.011117468,0.996733308,0.024932725,0.993799984,,,2021-10-28-13:13:38
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f9cb47bd280>,6,tensorflow,hymenoptera,43,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f9cb26fbe50>,,0.010744676,0.996433318,0.027059937,0.992999971,,,2021-10-28-13:13:38
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f9cb47bd280>,6,tensorflow,hymenoptera,44,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f9cb26fbe50>,,0.009524778,0.99696666,0.024215179,0.994099975,,,2021-10-28-13:13:38
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f9cb47bd280>,6,tensorflow,hymenoptera,45,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f9cb26fbe50>,,0.008473741,0.997333348,0.025937937,0.993600011,,,2021-10-28-13:13:38
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f9cb47bd280>,6,tensorflow,hymenoptera,46,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f9cb26fbe50>,,0.009307864,0.997349977,0.024822259,0.993900001,,,2021-10-28-13:13:38
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f9cb47bd280>,6,tensorflow,hymenoptera,47,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f9cb26fbe50>,,0.008791641,0.996866643,0.025358018,0.993799984,,,2021-10-28-13:13:38
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f9cb47bd280>,6,tensorflow,hymenoptera,48,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f9cb26fbe50>,,0.008186456,0.997449994,0.026599994,0.993900001,,,2021-10-28-13:13:38
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7f9cb47bd280>,6,tensorflow,hymenoptera,49,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7f9cb26fbe50>,,0.008369457,0.997366667,0.026565557,0.993900001,,,2021-10-28-13:13:38
