Model,Training,type,Dataset,Epoch,criterion,optimizer,scheduler,Train_loss,Train_acc,val_loss,Val_acc,time,Elapse_time,date
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,0,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.476120085,0.844066679,0.098462522,0.969399989,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,1,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.13230972,0.962133348,0.061871953,0.979600012,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,2,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.094627082,0.972899973,0.041364573,0.985599995,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,3,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.077778161,0.977816641,0.035126578,0.988200009,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,4,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.063709892,0.98148334,0.028583579,0.989400029,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,5,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.059131462,0.983233333,0.029453058,0.989000022,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,6,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.050008759,0.985483348,0.028828287,0.990100026,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,7,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.047937021,0.985849977,0.025129294,0.99119997,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,8,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.040974181,0.987966657,0.024972806,0.991999984,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,9,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.039366279,0.988049984,0.024156794,0.99150002,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,10,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.036993962,0.988849998,0.024363156,0.992500007,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,11,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.033072136,0.989899993,0.023852231,0.993099988,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,12,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.031576384,0.990733325,0.024147399,0.992600024,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,13,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.029746184,0.990999997,0.024385752,0.991999984,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,14,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.027860407,0.991716683,0.025726138,0.992399991,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,15,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.025869288,0.991966665,0.021793587,0.992799997,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,16,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.025390442,0.992216647,0.024357019,0.9921,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,17,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.022358166,0.993133307,0.024406433,0.992699981,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,18,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.022381756,0.992999971,0.030494025,0.991400003,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,19,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.021008322,0.993816674,0.022021335,0.993399978,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,20,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.021123493,0.993833363,0.026488986,0.992200017,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,21,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.019059533,0.993799984,0.02643821,0.992500007,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,22,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.018556733,0.994400024,0.023102691,0.993700027,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,23,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.017848261,0.994700015,0.022749828,0.993200004,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,24,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.01685638,0.994799972,0.023776369,0.993099988,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,25,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.015244398,0.995183349,0.031270426,0.9921,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,26,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.01390516,0.995549977,0.024034718,0.993600011,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,27,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.015083872,0.99515003,0.026338376,0.993700027,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,28,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.014813672,0.995316684,0.023802979,0.993499994,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,29,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.013249394,0.995800018,0.024541624,0.993200004,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,30,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.013233639,0.995549977,0.02554515,0.993799984,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,31,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.01339,0.995816648,0.023657754,0.993799984,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,32,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.011987581,0.995816648,0.022782793,0.994300008,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,33,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.012067656,0.996183336,0.025505848,0.992699981,,,2021-10-28-13:23:06
<tensorflow.python.keras.engine.sequential.Sequential object at 0x7fa959471af0>,7,tensorflow,hymenoptera,34,,<tensorflow.python.keras.optimizer_v2.gradient_descent.SGD object at 0x7fa9573b3ac0>,,0.010274648,0.996933341,0.024984313,0.994199991,,,2021-10-28-13:23:06
